job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,salary_min,salary_max,salary_avg,skills_count,posted_year,posted_month,posted_quarter,days_since_posted,experience_order
229,"Henderson, Lynch and Lindsey",Education,AI Product Manager,mlflow;langchain;hugging face;azure;flask,Mid,Full-time,"Thomasland, NI",90611-152714,2024-04-23,Mid,tensorflow,90611.0,152714.0,121662.5,5,2024,4,2,525,1
230,Mitchell-Peters,Tech,AI Product Manager,sql;keras;scikit-learn;numpy,Senior,Internship,"Melissaview, GN",61529-88876,2023-12-16,Mid,kdb+;fastapi,61529.0,88876.0,75202.5,4,2023,12,4,654,2
231,Mcfarland Inc,Tech,AI Product Manager,numpy;pandas;hugging face,Mid,Contract,"Gatesburgh, ZM",62907-140660,2025-04-19,Mid,tensorflow;mlflow;langchain,62907.0,140660.0,101783.5,3,2025,4,2,164,1
232,Jones and Sons,Finance,AI Product Manager,scikit-learn;keras;c++,Mid,Internship,"Lake Jose, ML",87618-184731,2024-05-01,Mid,bigquery;mlflow;kdb+,87618.0,184731.0,136174.5,3,2024,5,2,517,1
233,"Nash, Anderson and Brown",Retail,Computer Vision Engineer,mlflow;gcp;tensorflow;aws,Senior,Full-time,"New Jeffrey, SV",129185-169420,2025-04-11,Startup,tensorflow;langchain;bigquery,129185.0,169420.0,149302.5,4,2025,4,2,172,2
234,"Whitehead, Summers and Nelson",Education,Data Analyst,flask;excel;keras;pytorch;python,Entry,Internship,"East Bryce, IS",127161-187759,2024-12-21,Startup,scikit-learn,127161.0,187759.0,157460.0,5,2024,12,4,283,0
235,Gonzalez-Thompson,Education,NLP Engineer,sql;python;mlflow,Senior,Remote,"Graceville, TO",91557-109518,2023-12-10,Mid,mlflow,91557.0,109518.0,100537.5,3,2023,12,4,660,2
236,"Simon, Price and Dickson",Tech,AI Product Manager,pytorch;excel;reinforcement learning;scikit-learn;azure,Entry,Remote,"Williamsside, NE",85776-173610,2024-09-11,Mid,bigquery;kdb+,85776.0,173610.0,129693.0,5,2024,9,3,384,0
237,Strickland-Stevenson,Automotive,AI Researcher,excel;hugging face;pytorch;r;sql;flask,Senior,Internship,"East Mary, LI",95255-160292,2024-09-09,Mid,tensorflow;pytorch;langchain,95255.0,160292.0,127773.5,6,2024,9,3,386,2
238,Kramer Inc,Automotive,AI Researcher,scikit-learn;hugging face;pandas;keras;tensorflow,Senior,Remote,"Garzaside, NA",70536-137707,2024-08-24,Mid,tensorflow;scikit-learn,70536.0,137707.0,104121.5,5,2024,8,3,402,2
239,Mahoney-Collins,Finance,AI Product Manager,fastapi;mlflow;langchain;hugging face;power bi,Entry,Remote,"Marktown, AO",56526-149136,2023-10-29,Startup,tensorflow;kdb+;bigquery,56526.0,149136.0,102831.0,5,2023,10,4,702,0
240,Ortiz PLC,Finance,Quant Researcher,pandas;keras;python;numpy;gcp,Senior,Remote,"South Staceyport, IN",40077-124906,2023-09-26,Large,pytorch;mlflow,40077.0,124906.0,82491.5,5,2023,9,3,735,2
241,"Donaldson, Cox and Lopez",Finance,Data Analyst,power bi;azure;sql;flask;numpy;cuda,Entry,Remote,"Port Marcusville, US",136304-175873,2025-08-19,Large,bigquery;scikit-learn,136304.0,175873.0,156088.5,6,2025,8,3,42,0
242,"Clark, Baker and Parks",Automotive,Computer Vision Engineer,keras;sql;fastapi;gcp;flask,Mid,Full-time,"Singhfort, PA",45264-63508,2025-08-17,Mid,langchain;bigquery,45264.0,63508.0,54386.0,5,2025,8,3,44,1
243,Anderson-Gonzalez,E-commerce,Computer Vision Engineer,excel;keras;pandas;cuda;sql;hugging face,Senior,Internship,"Samuelton, DK",70448-88238,2024-05-05,Startup,mlflow;kdb+;bigquery,70448.0,88238.0,79343.0,6,2024,5,2,513,2
244,Walker-Becker,Retail,Data Analyst,cuda;pytorch;excel,Senior,Internship,"Port Andrewside, MT",132241-182322,2024-08-29,Mid,langchain,132241.0,182322.0,157281.5,3,2024,8,3,397,2
245,Hall Group,Finance,Data Scientist,flask;scikit-learn;fastapi;power bi,Senior,Contract,"New Manuelbury, LS",97077-144023,2023-12-13,Mid,pytorch;bigquery,97077.0,144023.0,120550.0,4,2023,12,4,657,2
246,Blake-Daugherty,E-commerce,Data Scientist,flask;c++;cuda;r,Senior,Internship,"Lake Adamfurt, BR",93070-155510,2024-04-10,Startup,langchain;scikit-learn,93070.0,155510.0,124290.0,4,2024,4,2,538,2
247,Powers Group,Education,Quant Researcher,r;pandas;tensorflow,Senior,Internship,"Grahamshire, PH",110751-196979,2024-10-18,Mid,tensorflow;langchain,110751.0,196979.0,153865.0,3,2024,10,4,347,2
248,Bernard-Herrera,Education,Data Scientist,mlflow;hugging face;fastapi;azure,Entry,Internship,"Port Denise, MV",57928-153531,2025-05-29,Mid,scikit-learn;kdb+,57928.0,153531.0,105729.5,4,2025,5,2,124,0
249,Thomas Group,Education,AI Product Manager,numpy;mlflow;pytorch;pandas;fastapi,Entry,Internship,"New Melissa, KM",139669-235176,2024-09-13,Startup,bigquery,139669.0,235176.0,187422.5,5,2024,9,3,382,0
250,Phelps-Johnson,Education,Data Scientist,fastapi;tensorflow;keras;excel;pandas,Mid,Full-time,"Lake Kristen, SY",76192-110813,2024-12-25,Mid,bigquery,76192.0,110813.0,93502.5,5,2024,12,4,279,1
251,Young-Brown,Healthcare,AI Researcher,power bi;c++;flask;keras;reinforcement learning;sql,Mid,Remote,"North Samuel, UY",86522-144139,2024-09-04,Large,tensorflow,86522.0,144139.0,115330.5,6,2024,9,3,391,1
252,"Alvarez, Martinez and Miller",Finance,NLP Engineer,fastapi;mlflow;pandas;r;tensorflow,Mid,Full-time,"Kimberlyfort, MN",40634-94055,2024-07-31,Mid,langchain;bigquery,40634.0,94055.0,67344.5,5,2024,7,3,426,1
253,Phillips-Baker,Education,Computer Vision Engineer,r;keras;pytorch,Entry,Remote,"West James, SG",50432-62117,2025-05-15,Startup,kdb+,50432.0,62117.0,56274.5,3,2025,5,2,138,0
254,Cochran-Bailey,Retail,Data Scientist,pandas;gcp;c++;reinforcement learning,Senior,Internship,"West Andrew, NA",92187-143257,2024-05-28,Startup,mlflow,92187.0,143257.0,117722.0,4,2024,5,2,490,2
255,Vazquez LLC,Education,AI Product Manager,azure;langchain;reinforcement learning,Mid,Full-time,"East Bruce, AM",139231-220256,2025-03-21,Startup,pytorch;fastapi,139231.0,220256.0,179743.5,3,2025,3,1,193,1
256,Carey and Sons,Education,AI Product Manager,keras;excel;sql;python;scikit-learn,Entry,Remote,"Robertfort, LK",116281-126487,2024-06-19,Mid,fastapi;scikit-learn;mlflow,116281.0,126487.0,121384.0,5,2024,6,2,468,0
257,"Marshall, Mccoy and Montgomery",Healthcare,AI Product Manager,power bi;c++;numpy,Senior,Internship,"Greggbury, KI",66964-130664,2024-10-15,Large,pytorch;bigquery,66964.0,130664.0,98814.0,3,2024,10,4,350,2
258,Hart-Peterson,Automotive,ML Engineer,excel;fastapi;hugging face;c++;gcp;r,Senior,Remote,"South Christopher, CN",72900-93392,2023-10-21,Mid,scikit-learn;tensorflow,72900.0,93392.0,83146.0,6,2023,10,4,710,2
259,Clark-Sharp,Retail,AI Researcher,reinforcement learning;mlflow;hugging face;cuda;flask,Senior,Full-time,"Lake Mark, BN",122910-218807,2024-04-09,Startup,mlflow;bigquery;langchain,122910.0,218807.0,170858.5,5,2024,4,2,539,2
260,"Daniels, Martinez and Brown",E-commerce,NLP Engineer,aws;power bi;gcp;numpy;flask,Senior,Remote,"Mariestad, SG",60661-137033,2025-08-14,Mid,langchain;fastapi,60661.0,137033.0,98847.0,5,2025,8,3,47,2
261,Lawson-Mitchell,Finance,Data Analyst,azure;flask;cuda;tensorflow,Entry,Full-time,"Jacobchester, PL",51191-106210,2024-09-02,Large,scikit-learn;langchain,51191.0,106210.0,78700.5,4,2024,9,3,393,0
262,"James, Johnson and Pineda",Education,Data Scientist,fastapi;pandas;scikit-learn,Entry,Contract,"Maxwellburgh, JO",67972-161749,2025-07-22,Large,scikit-learn;pytorch,67972.0,161749.0,114860.5,3,2025,7,3,70,0
263,Allen-Parker,Healthcare,Computer Vision Engineer,fastapi;keras;tensorflow;sql;c++;gcp,Mid,Internship,"North Dakota, BJ",43847-66742,2025-03-30,Startup,langchain;kdb+;scikit-learn,43847.0,66742.0,55294.5,6,2025,3,1,184,1
264,Russell and Sons,Automotive,Data Scientist,excel;cuda;reinforcement learning;r;fastapi;keras,Mid,Remote,"Gallegosbury, MG",66723-83982,2024-12-08,Startup,kdb+,66723.0,83982.0,75352.5,6,2024,12,4,296,1
265,"Peters, Mcdaniel and Adams",E-commerce,Data Analyst,excel;gcp;cuda;azure,Entry,Internship,"Pruittchester, PG",149030-200926,2024-02-18,Mid,langchain;bigquery;mlflow,149030.0,200926.0,174978.0,4,2024,2,1,590,0
266,Jones PLC,Retail,Quant Researcher,python;pytorch;langchain;hugging face;power bi;scikit-learn,Mid,Contract,"West Ricky, US",42247-66979,2024-11-13,Startup,langchain;pytorch;fastapi,42247.0,66979.0,54613.0,6,2024,11,4,321,1
267,"Taylor, Ruiz and Padilla",Education,Data Analyst,scikit-learn;excel;gcp;python,Senior,Full-time,"Barnettburgh, BO",57957-133868,2025-04-18,Mid,mlflow;fastapi,57957.0,133868.0,95912.5,4,2025,4,2,165,2
268,Johnson-Roberson,Retail,AI Product Manager,fastapi;mlflow;pandas;hugging face;gcp;c++,Mid,Remote,"Port Rachel, HT",91662-156759,2024-10-06,Startup,fastapi;mlflow;scikit-learn,91662.0,156759.0,124210.5,6,2024,10,4,359,1
269,Carey and Sons,Healthcare,AI Researcher,mlflow;scikit-learn;r,Entry,Contract,"Lindastad, LB",123795-160363,2025-08-19,Startup,pytorch,123795.0,160363.0,142079.0,3,2025,8,3,42,0
270,"Willis, Smith and Norris",Finance,AI Product Manager,sql;flask;reinforcement learning;c++,Entry,Remote,"South Aaron, MT",92753-165745,2025-08-19,Startup,langchain;bigquery,92753.0,165745.0,129249.0,4,2025,8,3,42,0
271,Gallagher Inc,E-commerce,AI Researcher,langchain;excel;tensorflow;scikit-learn,Mid,Internship,"Cathyton, AL",94406-130758,2025-06-08,Startup,langchain;kdb+;bigquery,94406.0,130758.0,112582.0,4,2025,6,2,114,1
272,Jones Inc,E-commerce,Computer Vision Engineer,aws;fastapi;mlflow,Mid,Remote,"North Thomas, GM",105919-193927,2025-02-03,Large,mlflow,105919.0,193927.0,149923.0,3,2025,2,1,239,1
273,Coleman-Yoder,Education,Data Scientist,azure;hugging face;python,Entry,Internship,"Maxwellchester, LK",129469-211237,2024-02-19,Large,scikit-learn;mlflow,129469.0,211237.0,170353.0,3,2024,2,1,589,0
274,Mcdonald Ltd,Automotive,ML Engineer,r;aws;azure,Entry,Remote,"New David, MG",68792-82411,2025-06-14,Large,scikit-learn;bigquery,68792.0,82411.0,75601.5,3,2025,6,2,108,0
275,Anderson-Campbell,Education,AI Researcher,cuda;power bi;sql;pandas,Mid,Contract,"Bestview, AG",92739-133823,2025-04-10,Mid,scikit-learn;fastapi;kdb+,92739.0,133823.0,113281.0,4,2025,4,2,173,1
276,"Garner, Massey and Lozano",E-commerce,Computer Vision Engineer,reinforcement learning;scikit-learn;excel;sql,Senior,Internship,"New Douglasburgh, TV",85651-149208,2025-04-29,Startup,mlflow;bigquery,85651.0,149208.0,117429.5,4,2025,4,2,154,2
277,"White, Waters and Johnson",Tech,Data Scientist,mlflow;keras;langchain,Senior,Contract,"Daleville, CL",51635-124521,2025-03-04,Startup,pytorch,51635.0,124521.0,88078.0,3,2025,3,1,210,2
278,Cox-Griffin,Tech,AI Product Manager,c++;scikit-learn;pytorch;pandas;flask,Mid,Contract,"East Melissatown, IN",87231-97496,2023-12-26,Mid,mlflow,87231.0,97496.0,92363.5,5,2023,12,4,644,1
279,Smith Inc,Tech,NLP Engineer,aws;sql;excel,Entry,Contract,"Perezfurt, SZ",103271-157584,2025-09-19,Startup,mlflow;langchain;fastapi,103271.0,157584.0,130427.5,3,2025,9,3,11,0
280,Mason Inc,Automotive,Quant Researcher,reinforcement learning;mlflow;tensorflow;pytorch;keras,Mid,Contract,"Angelafurt, BT",43405-107147,2025-02-14,Large,pytorch,43405.0,107147.0,75276.0,5,2025,2,1,228,1
281,Clark Group,Tech,Data Analyst,azure;tensorflow;numpy,Mid,Contract,"Lauraside, US",55825-93053,2025-04-26,Mid,kdb+;bigquery;mlflow,55825.0,93053.0,74439.0,3,2025,4,2,157,1
282,Sutton-Weber,Automotive,Data Analyst,fastapi;numpy;c++;langchain,Senior,Internship,"West Anna, MK",96220-194055,2024-12-13,Mid,langchain,96220.0,194055.0,145137.5,4,2024,12,4,291,2
283,Stevenson Ltd,Retail,Computer Vision Engineer,flask;excel;pytorch;scikit-learn;fastapi;keras,Entry,Contract,"Jeffreyport, IS",123561-166771,2024-01-19,Mid,pytorch;tensorflow;mlflow,123561.0,166771.0,145166.0,6,2024,1,1,620,0
284,Scott-Wright,Finance,Data Scientist,keras;mlflow;excel,Senior,Remote,"Lake Shelly, CN",91175-121911,2025-08-03,Large,langchain;kdb+,91175.0,121911.0,106543.0,3,2025,8,3,58,2
285,Gonzales-Charles,E-commerce,ML Engineer,azure;pytorch;cuda,Entry,Internship,"South Sarah, JO",84664-173228,2024-09-12,Startup,kdb+;tensorflow;langchain,84664.0,173228.0,128946.0,3,2024,9,3,383,0
286,Saunders Inc,Automotive,Data Analyst,cuda;r;hugging face;pytorch;aws,Senior,Full-time,"Lake Lisafurt, ER",109743-171570,2025-06-05,Mid,bigquery,109743.0,171570.0,140656.5,5,2025,6,2,117,2
287,Park PLC,E-commerce,AI Researcher,pandas;c++;r;mlflow,Senior,Internship,"Amandamouth, LT",55502-113844,2024-02-22,Startup,fastapi,55502.0,113844.0,84673.0,4,2024,2,1,586,2
288,Jimenez-Brown,Healthcare,Data Analyst,python;pandas;r;flask,Entry,Contract,"Stuartfurt, AL",47355-136323,2025-02-17,Startup,pytorch;mlflow,47355.0,136323.0,91839.0,4,2025,2,1,225,0
289,Mendoza-Smith,Retail,Quant Researcher,pytorch;tensorflow;hugging face,Senior,Remote,"South Amy, FJ",143690-196277,2024-09-27,Mid,mlflow;bigquery;kdb+,143690.0,196277.0,169983.5,3,2024,9,3,368,2
290,Hartman-Torres,Tech,ML Engineer,python;aws;r;azure;scikit-learn,Mid,Full-time,"Leeville, GD",56560-97606,2025-02-11,Large,langchain,56560.0,97606.0,77083.0,5,2025,2,1,231,1
291,"Johnson, Humphrey and Walsh",Tech,AI Researcher,excel;numpy;aws;pytorch;pandas;cuda,Mid,Contract,"Susanland, GQ",149782-235152,2025-04-07,Mid,scikit-learn,149782.0,235152.0,192467.0,6,2025,4,2,176,1
292,"Rose, Miller and Gonzalez",Automotive,AI Product Manager,langchain;hugging face;numpy;excel,Entry,Contract,"Perkinsbury, ES",127612-155925,2023-10-22,Large,scikit-learn;kdb+;bigquery,127612.0,155925.0,141768.5,4,2023,10,4,709,0
293,Meyer-Randall,Education,AI Researcher,fastapi;langchain;pandas;numpy;tensorflow,Entry,Full-time,"East Tyler, UA",78409-151342,2025-06-12,Mid,langchain;fastapi,78409.0,151342.0,114875.5,5,2025,6,2,110,0
294,"Knox, Diaz and Fowler",Education,Data Analyst,aws;mlflow;pytorch,Mid,Internship,"New Monique, NZ",149023-169526,2024-09-11,Large,langchain;bigquery;tensorflow,149023.0,169526.0,159274.5,3,2024,9,3,384,1
295,Arnold LLC,Healthcare,Quant Researcher,pytorch;flask;scikit-learn;aws,Senior,Full-time,"Kathymouth, SB",64779-145970,2024-04-20,Startup,kdb+,64779.0,145970.0,105374.5,4,2024,4,2,528,2
296,Durham LLC,Education,Data Analyst,sql;tensorflow;aws;reinforcement learning;gcp;numpy,Senior,Remote,"Lake David, JO",69887-112524,2024-10-22,Large,pytorch,69887.0,112524.0,91205.5,6,2024,10,4,343,2
297,"Robinson, Chang and Jimenez",Retail,Data Scientist,excel;hugging face;fastapi;cuda;mlflow;flask,Entry,Full-time,"South Richardshire, DM",119337-178013,2024-11-08,Mid,scikit-learn;fastapi;kdb+,119337.0,178013.0,148675.0,6,2024,11,4,326,0
298,"Dunn, Anderson and Barber",Tech,Data Analyst,fastapi;pandas;scikit-learn;pytorch,Entry,Internship,"Melaniestad, ET",139462-194245,2025-01-14,Large,langchain;fastapi,139462.0,194245.0,166853.5,4,2025,1,1,259,0
299,Lee Ltd,Automotive,ML Engineer,numpy;mlflow;cuda;azure;c++;gcp,Entry,Internship,"North Rebeccaton, LB",68689-117329,2024-06-12,Mid,langchain,68689.0,117329.0,93009.0,6,2024,6,2,475,0
300,Powell and Sons,Automotive,AI Researcher,c++;python;tensorflow;keras;excel,Mid,Contract,"South Angel, AL",87545-175294,2025-02-14,Mid,bigquery,87545.0,175294.0,131419.5,5,2025,2,1,228,1
301,"Thompson, Bonilla and Caldwell",Finance,Data Scientist,keras;fastapi;aws;sql;excel;c++,Mid,Contract,"Wellsport, ER",96034-114094,2023-10-04,Mid,langchain;mlflow,96034.0,114094.0,105064.0,6,2023,10,4,727,1
302,"Allen, Navarro and Palmer",Retail,Quant Researcher,reinforcement learning;tensorflow;azure;cuda;gcp;hugging face,Mid,Full-time,"Millerton, SA",71002-108691,2023-10-14,Mid,scikit-learn;langchain;bigquery,71002.0,108691.0,89846.5,6,2023,10,4,717,1
303,Hunt-Richards,Healthcare,Data Analyst,pandas;tensorflow;pytorch;power bi;gcp,Mid,Full-time,"Michaelview, TO",48576-127886,2023-11-25,Startup,scikit-learn;tensorflow;pytorch,48576.0,127886.0,88231.0,5,2023,11,4,675,1
304,Malone-Rodriguez,Retail,NLP Engineer,hugging face;fastapi;python;numpy,Senior,Contract,"North Johnstad, PY",133128-151676,2024-11-03,Mid,scikit-learn;tensorflow;mlflow,133128.0,151676.0,142402.0,4,2024,11,4,331,2
305,Shields Group,Retail,AI Product Manager,azure;sql;hugging face;r;langchain,Mid,Remote,"West Savannahbury, WS",72195-154714,2025-08-12,Large,pytorch;tensorflow,72195.0,154714.0,113454.5,5,2025,8,3,49,1
306,"Ball, Vasquez and Morales",E-commerce,AI Researcher,pytorch;aws;python;scikit-learn,Entry,Internship,"West Dianastad, KM",70554-81212,2025-07-09,Mid,bigquery;fastapi,70554.0,81212.0,75883.0,4,2025,7,3,83,0
307,"Johnson, Zuniga and Martinez",E-commerce,Data Scientist,azure;aws;keras;r;fastapi,Entry,Internship,"Williamberg, TG",72299-109340,2024-02-17,Large,bigquery;mlflow;langchain,72299.0,109340.0,90819.5,5,2024,2,1,591,0
308,Bryan-Rios,Tech,Computer Vision Engineer,keras;azure;hugging face;cuda;mlflow,Mid,Full-time,"Lake Williamton, BT",80922-120813,2023-12-18,Mid,pytorch,80922.0,120813.0,100867.5,5,2023,12,4,652,1
309,"Williams, Garza and Hill",Education,Data Analyst,reinforcement learning;sql;aws;fastapi;tensorflow;pytorch,Senior,Internship,"Gateschester, PW",115164-135686,2023-11-14,Large,bigquery;mlflow,115164.0,135686.0,125425.0,6,2023,11,4,686,2
310,Graves Group,Healthcare,Computer Vision Engineer,pandas;scikit-learn;excel;tensorflow;gcp,Entry,Remote,"Port Michael, KM",100207-146233,2024-02-01,Startup,mlflow;langchain;kdb+,100207.0,146233.0,123220.0,5,2024,2,1,607,0
311,"Rogers, Davila and Ashley",Tech,Computer Vision Engineer,fastapi;keras;pytorch;gcp;excel,Senior,Contract,"North Jamesstad, BO",121180-193454,2023-12-06,Startup,kdb+;scikit-learn,121180.0,193454.0,157317.0,5,2023,12,4,664,2
312,Strickland-Werner,Automotive,Data Scientist,gcp;excel;cuda,Mid,Full-time,"Port Alicia, UY",71373-133244,2024-10-21,Large,mlflow;langchain;kdb+,71373.0,133244.0,102308.5,3,2024,10,4,344,1
313,"Moreno, Wood and Murillo",E-commerce,Data Scientist,sql;flask;aws;reinforcement learning;fastapi;langchain,Mid,Internship,"North Brittany, TL",41433-118102,2024-05-03,Startup,langchain;kdb+;pytorch,41433.0,118102.0,79767.5,6,2024,5,2,515,1
314,"Singleton, Simon and Harper",Healthcare,ML Engineer,fastapi;scikit-learn;pandas;azure;reinforcement learning,Entry,Contract,"Padillashire, KW",134278-152472,2024-11-30,Large,kdb+,134278.0,152472.0,143375.0,5,2024,11,4,304,0
315,"Dunn, Snyder and Nichols",Finance,AI Researcher,langchain;hugging face;keras;azure;excel;fastapi,Mid,Internship,"Port John, LA",52404-71046,2025-06-11,Startup,scikit-learn,52404.0,71046.0,61725.0,6,2025,6,2,111,1
316,"Wallace, Gonzales and Wilkins",Automotive,NLP Engineer,r;mlflow;azure;scikit-learn,Entry,Internship,"Josebury, LY",98266-145572,2024-07-27,Mid,pytorch,98266.0,145572.0,121919.0,4,2024,7,3,430,0
317,Turner-Mccarthy,Finance,Data Analyst,numpy;r;mlflow;flask;tensorflow,Mid,Contract,"Ryanberg, MX",134179-212706,2025-03-12,Mid,scikit-learn;bigquery;mlflow,134179.0,212706.0,173442.5,5,2025,3,1,202,1
318,"Reyes, Miller and Burke",Retail,ML Engineer,scikit-learn;r;tensorflow;power bi;azure,Mid,Internship,"West Julie, ZM",66368-81382,2024-06-22,Mid,pytorch;langchain,66368.0,81382.0,73875.0,5,2024,6,2,465,1
319,"Russell, Kim and Harris",Retail,AI Product Manager,keras;python;reinforcement learning;scikit-learn,Mid,Full-time,"South Staceyview, PY",115773-215403,2024-09-15,Startup,kdb+;mlflow;tensorflow,115773.0,215403.0,165588.0,4,2024,9,3,380,1
320,Miller-Holland,E-commerce,NLP Engineer,flask;numpy;keras;aws;sql,Entry,Contract,"Lake Nicole, SB",130032-174733,2024-02-19,Startup,langchain,130032.0,174733.0,152382.5,5,2024,2,1,589,0
321,Anthony-Gould,Automotive,AI Researcher,hugging face;azure;numpy;scikit-learn;pandas,Senior,Full-time,"Davisstad, HR",105292-172671,2024-09-22,Large,pytorch;scikit-learn;fastapi,105292.0,172671.0,138981.5,5,2024,9,3,373,2
322,Adams-Hill,Automotive,NLP Engineer,azure;r;cuda,Senior,Full-time,"Lewisville, PW",98122-119896,2024-12-18,Large,mlflow;pytorch;fastapi,98122.0,119896.0,109009.0,3,2024,12,4,286,2
323,Salas Inc,Retail,AI Product Manager,excel;keras;gcp;mlflow,Senior,Full-time,"West Veronica, CN",122419-186888,2024-10-01,Mid,bigquery;tensorflow;fastapi,122419.0,186888.0,154653.5,4,2024,10,4,364,2
324,Morrison-Patel,Education,AI Researcher,pandas;excel;numpy;langchain,Senior,Internship,"South Brianfurt, VE",73317-167850,2025-01-01,Startup,scikit-learn;fastapi,73317.0,167850.0,120583.5,4,2025,1,1,272,2
325,Moyer-Simpson,Healthcare,Data Scientist,pandas;fastapi;scikit-learn;aws,Mid,Remote,"Lake Ricky, CF",52740-129282,2025-01-25,Mid,mlflow;tensorflow,52740.0,129282.0,91011.0,4,2025,1,1,248,1
326,Jimenez PLC,Finance,AI Product Manager,mlflow;scikit-learn;python;reinforcement learning;c++,Mid,Contract,"East Sandra, CR",130522-169280,2024-01-21,Mid,fastapi;scikit-learn;mlflow,130522.0,169280.0,149901.0,5,2024,1,1,618,1
327,Atkinson-Gonzales,Tech,NLP Engineer,fastapi;azure;langchain;gcp,Entry,Internship,"Jonathanland, LB",146948-163508,2024-07-30,Mid,kdb+,146948.0,163508.0,155228.0,4,2024,7,3,427,0
328,Cook LLC,Tech,Quant Researcher,reinforcement learning;hugging face;scikit-learn;c++,Senior,Internship,"Erikastad, TJ",63681-156946,2025-04-17,Mid,mlflow,63681.0,156946.0,110313.5,4,2025,4,2,166,2
329,Wagner Inc,Tech,Quant Researcher,azure;pytorch;keras,Mid,Full-time,"Lake Kelseystad, LB",102993-176878,2024-08-06,Mid,tensorflow;mlflow;fastapi,102993.0,176878.0,139935.5,3,2024,8,3,420,1
330,Galloway-Martinez,Tech,ML Engineer,pandas;fastapi;tensorflow;sql,Senior,Full-time,"Michaelland, VC",146286-228405,2024-04-02,Large,mlflow,146286.0,228405.0,187345.5,4,2024,4,2,546,2
331,Love-Rhodes,Retail,Data Scientist,aws;power bi;r;numpy;scikit-learn;langchain,Senior,Internship,"Port Elizabeth, CZ",55546-105329,2024-04-15,Startup,kdb+;fastapi;langchain,55546.0,105329.0,80437.5,6,2024,4,2,533,2
332,Stewart-Kennedy,E-commerce,Data Scientist,c++;aws;mlflow,Senior,Remote,"Lake Kathleenstad, TZ",84124-96081,2024-10-16,Startup,langchain,84124.0,96081.0,90102.5,3,2024,10,4,349,2
333,Sparks and Sons,Tech,NLP Engineer,flask;pytorch;c++;pandas;tensorflow,Entry,Full-time,"North Emilymouth, FR",105170-188370,2023-11-19,Mid,tensorflow;kdb+,105170.0,188370.0,146770.0,5,2023,11,4,681,0
334,White Inc,Healthcare,Computer Vision Engineer,azure;pytorch;r;reinforcement learning;flask;keras,Mid,Full-time,"Port Robert, MV",55923-98036,2023-10-07,Mid,scikit-learn,55923.0,98036.0,76979.5,6,2023,10,4,724,1
335,Watson Ltd,E-commerce,AI Researcher,scikit-learn;r;tensorflow;pytorch,Senior,Full-time,"Port Justinfurt, MK",120230-164622,2025-02-05,Mid,bigquery;langchain;mlflow,120230.0,164622.0,142426.0,4,2025,2,1,237,2
336,Clark-Bailey,Education,Data Analyst,mlflow;keras;c++;gcp;numpy,Mid,Internship,"North Shelly, KZ",126208-174920,2025-06-22,Large,bigquery;tensorflow,126208.0,174920.0,150564.0,5,2025,6,2,100,1
337,Holland-Mcgee,Education,Quant Researcher,gcp;power bi;python;azure;hugging face;cuda,Senior,Remote,"East Christiebury, LR",123659-207607,2024-09-28,Startup,langchain;scikit-learn,123659.0,207607.0,165633.0,6,2024,9,3,367,2
338,"Cummings, Schmidt and Clarke",Tech,Data Scientist,c++;excel;mlflow;pandas;r;numpy,Mid,Contract,"Stevenmouth, AD",78431-154672,2025-04-22,Large,pytorch;bigquery,78431.0,154672.0,116551.5,6,2025,4,2,161,1
339,Hines-Mckinney,E-commerce,Computer Vision Engineer,keras;fastapi;power bi;mlflow,Mid,Contract,"Lake Christopher, FR",60552-139539,2025-03-10,Large,mlflow;langchain,60552.0,139539.0,100045.5,4,2025,3,1,204,1
340,Graves and Sons,Healthcare,Data Scientist,excel;pytorch;r;power bi;flask;pandas,Senior,Internship,"West Sara, BB",131559-209584,2024-11-24,Startup,tensorflow,131559.0,209584.0,170571.5,6,2024,11,4,310,2
341,Walker-Davis,Tech,Computer Vision Engineer,power bi;r;scikit-learn,Mid,Internship,"Erinton, MH",122855-194503,2024-12-19,Large,tensorflow;mlflow;scikit-learn,122855.0,194503.0,158679.0,3,2024,12,4,285,1
342,"Finley, Bruce and Wheeler",Healthcare,ML Engineer,excel;pytorch;langchain;flask;gcp,Entry,Full-time,"West Donald, CG",58087-119465,2024-09-12,Mid,kdb+,58087.0,119465.0,88776.0,5,2024,9,3,383,0
343,Simmons-Evans,Tech,AI Product Manager,power bi;scikit-learn;r;pandas,Entry,Remote,"Thompsonport, BH",60085-116808,2024-08-31,Startup,fastapi,60085.0,116808.0,88446.5,4,2024,8,3,395,0
344,Melton-Salazar,Education,Computer Vision Engineer,reinforcement learning;python;numpy;langchain,Entry,Internship,"Sanderston, KG",146409-165202,2025-02-02,Large,tensorflow,146409.0,165202.0,155805.5,4,2025,2,1,240,0
345,"Anthony, Miller and Russell",E-commerce,Data Analyst,tensorflow;keras;pytorch;reinforcement learning,Senior,Internship,"East Linda, NZ",120234-139093,2024-06-09,Startup,pytorch;scikit-learn,120234.0,139093.0,129663.5,4,2024,6,2,478,2
346,Young-Anderson,Education,AI Researcher,numpy;gcp;aws;python;keras,Senior,Contract,"East Ryantown, BZ",104105-197396,2024-10-19,Startup,scikit-learn;tensorflow;kdb+,104105.0,197396.0,150750.5,5,2024,10,4,346,2
